Route,Description,Back Peak Hour_2013,Back Peak Hour_2014,Back Peak Hour_2015,Back Peak Hour_2016,Back Peak Hour_2017,Back Peak Hour_2018,Back Peak Hour_2019,Back Peak Hour_2020,Back Peak Hour_2021,Back Peak Hour_2022,Route,Description,Back Peak Month_2013,Back Peak Month_2014,Back Peak Month_2015,Back Peak Month_2016,Back Peak Month_2017,Back Peak Month_2018,Back Peak Month_2019,Back Peak Month_2020,Back Peak Month_2021,Back Peak Month_2022,Route,Description,Back AADT_2013,Back AADT_2014,Back AADT_2015,Back AADT_2016,Back AADT_2017,Back AADT_2018,Back AADT_2019,Back AADT_2020,Back AADT_2021,Back AADT_2022,Route,Description,Ahead Peak Hour_2013,Ahead Peak Hour_2014,Ahead Peak Hour_2015,Ahead Peak Hour_2016,Ahead Peak Hour_2017,Ahead Peak Hour_2018,Ahead Peak Hour_2019,Ahead Peak Hour_2020,Ahead Peak Hour_2021,Ahead Peak Hour_2022,Route,Description,Ahead Peak AADT_2013,Ahead Peak AADT_2014,Ahead Peak AADT_2015,Ahead Peak AADT_2016,Ahead Peak AADT_2017,Ahead Peak AADT_2018,Ahead Peak AADT_2019,Ahead Peak AADT_2020,Ahead Peak AADT_2021,Ahead Peak AADT_2022,Route,Description,Ahead AADT_2013,Ahead AADT_2014,Ahead AADT_2015,Ahead AADT_2016,Ahead AADT_2017,Ahead AADT_2018,Ahead AADT_2019,Ahead AADT_2020,Ahead AADT_2021,Ahead AADT_2022
41.0,"FRESNO, JCT. RTE. 180S",11700.0,11100.0,8800,11900.0,11800.0,12600,12800.0,13000.0,13700.0,13700.0,41.0,"FRESNO, JCT. RTE. 180S",138000.0,135000.0,106000,143000.0,146000.0,146000,146000.0,142000.0,149000.0,140000.0,41.0,"FRESNO, JCT. RTE. 180S",122000.0,117000.0,93000,125000.0,128000.0,136000,138000.0,125000.0,132000.0,132000.0,41.0,"FRESNO, JCT. RTE. 180S",13400.0,12500.0,11200,12900.0,13300.0,15200,15700.0,15900.0,17200.0,15900.0,41.0,"FRESNO, JCT. RTE. 180S",159000.0,159000.0,135000,163000.0,168000.0,168000,168000.0,163000.0,174000.0,159000.0,41.0,"FRESNO, JCT. RTE. 180S",141000.0,141000.0,118000,144000.0,148000.0,152000,157000.0,143000.0,155000.0,153000.0
41.0,"FRESNO, M STREET",7300.0,8100.0,4150,8200.0,8300.0,9000,9300.0,,8900.0,9700.0,41.0,"FRESNO, M STREET",83000.0,91000.0,49000,99000.0,104000.0,104000,106000.0,,109000.0,102000.0,41.0,"FRESNO, M STREET",73000.0,81000.0,44000,87000.0,91000.0,98000,100000.0,,96000.0,97000.0,41.0,"FRESNO, M STREET",9200.0,9300.0,7700,9400.0,9500.0,10300,10800.0,,10200.0,10500.0,41.0,"FRESNO, M STREET",105000.0,105000.0,93000,112000.0,117000.0,119000,121000.0,,128000.0,115000.0,41.0,"FRESNO, M STREET",92000.0,93000.0,82000,99000.0,103000.0,112000,115000.0,,108000.0,109000.0
41.0,"FRESNO, MC KINLEY AVENUE",12700.0,12500.0,11200,12900.0,13300.0,15200,15700.0,,17200.0,15900.0,41.0,"FRESNO, MC KINLEY AVENUE",159000.0,159000.0,135000,163000.0,168000.0,168000,168000.0,,174000.0,159000.0,41.0,"FRESNO, MC KINLEY AVENUE",141000.0,141000.0,118000,144000.0,148000.0,152000,157000.0,,155000.0,153000.0,41.0,"FRESNO, MC KINLEY AVENUE",12500.0,12400.0,12900,12800.0,13200.0,14900,15400.0,,16500.0,16300.0,41.0,"FRESNO, MC KINLEY AVENUE",150000.0,151000.0,161000,155000.0,159000.0,159000,162000.0,,170000.0,159000.0,41.0,"FRESNO, MC KINLEY AVENUE",139000.0,140000.0,143000,145000.0,149000.0,152000,157000.0,,152000.0,150000.0
41.0,"FRESNO, SHAW AVENUE",,,,,11800.0,13600,13600.0,,14800.0,14600.0,41.0,"FRESNO, SHAW AVENUE",,,,,147000.0,151000,151000.0,,157000.0,149000.0,41.0,"FRESNO, SHAW AVENUE",,,,,142000.0,146000,146000.0,,142000.0,140000.0,41.0,"FRESNO, SHAW AVENUE",,,,,10600.0,12300,12300.0,,13400.0,13100.0,41.0,"FRESNO, SHAW AVENUE",,,,,135000.0,136000,136000.0,,139000.0,134000.0,41.0,"FRESNO, SHAW AVENUE",,,,,128000.0,132000,132000.0,,129000.0,127000.0
41.0,"FRESNO, SHIELDS AVENUE",12500.0,12400.0,12900,12800.0,13200.0,14900,15300.0,,16600.0,16300.0,41.0,"FRESNO, SHIELDS AVENUE",150000.0,151000.0,161000,155000.0,159000.0,159000,162000.0,,170000.0,159000.0,41.0,"FRESNO, SHIELDS AVENUE",139000.0,140000.0,143000,145000.0,149000.0,152000,156000.0,,152000.0,150000.0,41.0,"FRESNO, SHIELDS AVENUE",11600.0,12000.0,12600,12100.0,12500.0,14400,14700.0,,15800.0,15600.0,41.0,"FRESNO, SHIELDS AVENUE",140000.0,142000.0,152000,143000.0,149000.0,153000,156000.0,,166000.0,155000.0,41.0,"FRESNO, SHIELDS AVENUE",136000.0,136000.0,142000,140000.0,144000.0,148000,151000.0,,147000.0,145000.0
41.0,JCT RTE 99,4250.0,,,,,,4650.0,4700.0,4600.0,5000.0,41.0,JCT RTE 99,44500.0,,,,,,52000.0,50000.0,53000.0,52000.0,41.0,JCT RTE 99,42500.0,,,,,,50000.0,46500.0,49500.0,50000.0,41.0,JCT RTE 99,7300.0,,,,,,9300.0,9100.0,8900.0,9700.0,41.0,JCT RTE 99,83000.0,,,,,,106000.0,103000.0,109000.0,102000.0,41.0,JCT RTE 99,73000.0,,,,,,100000.0,90000.0,96000.0,97000.0
41.0,MANNING AVENUE,1750.0,1850.0,1450,1950.0,1950.0,1950,2000.0,,1950.0,1950.0,41.0,MANNING AVENUE,20600.0,21100.0,16900,23200.0,23300.0,23300,23800.0,,24000.0,24000.0,41.0,MANNING AVENUE,19400.0,19500.0,15700,21200.0,21600.0,21600,21800.0,,21700.0,21700.0,41.0,MANNING AVENUE,1900.0,2200.0,1800,2000.0,2050.0,2100,2150.0,,2100.0,2100.0,41.0,MANNING AVENUE,21000.0,22100.0,21300,24200.0,24300.0,24300,24800.0,,25000.0,24400.0,41.0,MANNING AVENUE,20400.0,20500.0,19500,22300.0,22700.0,22700,23200.0,,23100.0,22900.0
41.0,MOUNT WHITNEY AVENUE,1250.0,1350.0, ,1450.0,1450.0,1500,1500.0,,1600.0,1500.0,41.0,MOUNT WHITNEY AVENUE,14800.0,14800.0, ,17100.0,17400.0,17400,18200.0,,19100.0,18700.0,41.0,MOUNT WHITNEY AVENUE,14100.0,14100.0, ,16000.0,16300.0,16300,16500.0,,16200.0,16600.0,41.0,MOUNT WHITNEY AVENUE,1200.0,1350.0,1400,1550.0,1450.0,1500,1550.0,,1500.0,1600.0,41.0,MOUNT WHITNEY AVENUE,14900.0,15400.0,16000,17400.0,17700.0,17700,18400.0,,18600.0,18800.0,41.0,MOUNT WHITNEY AVENUE,13200.0,14500.0,15000,16300.0,16600.0,16600,16800.0,,16600.0,17400.0
41.0,MOUNTAIN VIEW AVENUE,1200.0,1400.0,1450,1550.0,1500.0,1600,1600.0,,1550.0,1550.0,41.0,MOUNTAIN VIEW AVENUE,15400.0,16100.0,16900,18100.0,18200.0,18200,18900.0,,19400.0,21200.0,41.0,MOUNTAIN VIEW AVENUE,14500.0,14800.0,15700,16800.0,17100.0,17100,17300.0,,17200.0,17300.0,41.0,MOUNTAIN VIEW AVENUE,1700.0,1800.0,1450,1900.0,1900.0,1900,1950.0,,1950.0,1950.0,41.0,MOUNTAIN VIEW AVENUE,19900.0,20700.0,16900,22600.0,22500.0,22500,23300.0,,23500.0,23500.0,41.0,MOUNTAIN VIEW AVENUE,18800.0,19000.0,15700,20700.0,21100.0,21100,21300.0,,21200.0,21300.0
41.0,NORTH AVENUE,2650.0,2650.0,2550,2750.0,2850.0,2950,2950.0,,2900.0,3000.0,41.0,NORTH AVENUE,31000.0,31000.0,30000,32000.0,33000.0,33000,34000.0,,34000.0,35000.0,41.0,NORTH AVENUE,29000.0,29000.0,27500,30000.0,31500.0,31500,32000.0,,32000.0,31500.0,41.0,NORTH AVENUE,3050.0,3050.0,2750,3350.0,3450.0,3550,3700.0,,3650.0,3950.0,41.0,NORTH AVENUE,33500.0,33500.0,31500,38000.0,39500.0,40000,41500.0,,42500.0,42500.0,41.0,NORTH AVENUE,32500.0,32500.0,29500,36000.0,38000.0,38000,39500.0,,40000.0,41000.0
