Route,Description,Back Peak Hour_2013,Back Peak Hour_2014,Back Peak Hour_2015,Back Peak Hour_2016,Back Peak Hour_2017,Back Peak Hour_2018,Back Peak Hour_2019,Back Peak Hour_2020,Back Peak Hour_2021,Back Peak Hour_2022,Route,Description,Back Peak Month_2013,Back Peak Month_2014,Back Peak Month_2015,Back Peak Month_2016,Back Peak Month_2017,Back Peak Month_2018,Back Peak Month_2019,Back Peak Month_2020,Back Peak Month_2021,Back Peak Month_2022,Route,Description,Back AADT_2013,Back AADT_2014,Back AADT_2015,Back AADT_2016,Back AADT_2017,Back AADT_2018,Back AADT_2019,Back AADT_2020,Back AADT_2021,Back AADT_2022,Route,Description,Ahead Peak Hour_2013,Ahead Peak Hour_2014,Ahead Peak Hour_2015,Ahead Peak Hour_2016,Ahead Peak Hour_2017,Ahead Peak Hour_2018,Ahead Peak Hour_2019,Ahead Peak Hour_2020,Ahead Peak Hour_2021,Ahead Peak Hour_2022,Route,Description,Ahead Peak AADT_2013,Ahead Peak AADT_2014,Ahead Peak AADT_2015,Ahead Peak AADT_2016,Ahead Peak AADT_2017,Ahead Peak AADT_2018,Ahead Peak AADT_2019,Ahead Peak AADT_2020,Ahead Peak AADT_2021,Ahead Peak AADT_2022,Route,Description,Ahead AADT_2013,Ahead AADT_2014,Ahead AADT_2015,Ahead AADT_2016,Ahead AADT_2017,Ahead AADT_2018,Ahead AADT_2019,Ahead AADT_2020,Ahead AADT_2021,Ahead AADT_2022
33.0,"FIREBAUGH, 12TH STREET",1200.0,1200.0,1200,1150.0,1150.0,1150,1500.0,,1550.0,1400.0,33.0,"FIREBAUGH, 12TH STREET",13100.0,13100.0,14000,12700.0,12700.0,12700,13600.0,,13300.0,14000.0,33.0,"FIREBAUGH, 12TH STREET",12200.0,12200.0,12000,11500.0,11500.0,11500,12300.0,,11700.0,12700.0,33.0,"FIREBAUGH, 12TH STREET",930.0,930.0,1100,1250.0,1250.0,1200,1450.0,,1450.0,1250.0,33.0,"FIREBAUGH, 12TH STREET",13400.0,13400.0,13000,13300.0,13300.0,13300,12600.0,,12400.0,12600.0,33.0,"FIREBAUGH, 12TH STREET",12500.0,12500.0,12000,12400.0,12400.0,12400,11800.0,,11200.0,11400.0
33.0,"FIREBAUGH, 15TH STREET",1250.0,1250.0,1000,1200.0,1200.0,1200,1350.0,,1400.0,1350.0,33.0,"FIREBAUGH, 15TH STREET",13500.0,13500.0,11600,14000.0,13900.0,13900,14600.0,,14200.0,14600.0,33.0,"FIREBAUGH, 15TH STREET",12400.0,12400.0,11000,12200.0,12200.0,12200,12800.0,,12200.0,12600.0,33.0,"FIREBAUGH, 15TH STREET",1200.0,1200.0,600,1150.0,1150.0,1150,1250.0,,1300.0,1300.0,33.0,"FIREBAUGH, 15TH STREET",12500.0,12500.0,7000,13100.0,13100.0,13100,13200.0,,12800.0,13600.0,33.0,"FIREBAUGH, 15TH STREET",11700.0,11700.0,6000,11900.0,11900.0,11900,12000.0,,11400.0,12200.0
33.0,"FIREBAUGH, 8TH STREET",910.0,910.0,1200,950.0,950.0,940,1200.0,,1200.0,1050.0,33.0,"FIREBAUGH, 8TH STREET",9900.0,9900.0,13000,10900.0,10900.0,10900,11000.0,,10700.0,10900.0,33.0,"FIREBAUGH, 8TH STREET",9200.0,9200.0,12000,9500.0,9500.0,9500,9600.0,,9100.0,9300.0,33.0,"FIREBAUGH, 8TH STREET",760.0,760.0,1200,830.0,830.0,820,1100.0,,1150.0,1000.0,33.0,"FIREBAUGH, 8TH STREET",8500.0,8500.0,13900,9400.0,9400.0,9400,10300.0,,10000.0,10200.0,33.0,"FIREBAUGH, 8TH STREET",8000.0,8000.0,13000,8300.0,8300.0,8300,9100.0,,8600.0,8800.0
33.0,GALE AVENUE,430.0,440.0,900,460.0,460.0,460,480.0,,450.0,470.0,33.0,GALE AVENUE,4600.0,4700.0,9100,4950.0,5000.0,5400,5500.0,,5000.0,5300.0,33.0,GALE AVENUE,4250.0,4450.0,8800,4650.0,4650.0,4950,5100.0,,4500.0,4550.0,33.0,GALE AVENUE,430.0,420.0,530,420.0,430.0,410,420.0,,430.0,440.0,33.0,GALE AVENUE,4600.0,4350.0,8000,4400.0,5000.0,5000,5100.0,,5000.0,5000.0,33.0,GALE AVENUE,4250.0,4100.0,5200,4150.0,4350.0,4350,4400.0,,4250.0,4250.0
33.0,"JCT. RTE. 145 NORTHEAST, SOUTH JCT. RTE. 5",210.0,200.0,240,220.0,230.0,220,240.0,250.0,250.0,250.0,33.0,"JCT. RTE. 145 NORTHEAST, SOUTH JCT. RTE. 5",2450.0,2450.0,3000,2400.0,2500.0,2500,2750.0,2650.0,2650.0,2650.0,33.0,"JCT. RTE. 145 NORTHEAST, SOUTH JCT. RTE. 5",2050.0,2050.0,2350,2100.0,2200.0,2200,2400.0,2300.0,2300.0,2250.0,33.0,"JCT. RTE. 145 NORTHEAST, SOUTH JCT. RTE. 5",300.0,300.0,210,220.0,230.0,220,240.0,230.0,230.0,230.0,33.0,"JCT. RTE. 145 NORTHEAST, SOUTH JCT. RTE. 5",2500.0,2500.0,2350,2400.0,2500.0,2500,2750.0,2650.0,2650.0,2650.0,33.0,"JCT. RTE. 145 NORTHEAST, SOUTH JCT. RTE. 5",1850.0,1850.0,2000,2100.0,2200.0,2200,2400.0,2100.0,2100.0,2100.0
33.0,JCT. RTE. 198 EAST,400.0,370.0,470,380.0,390.0,370,380.0,420.0,420.0,430.0,33.0,JCT. RTE. 198 EAST,4300.0,4050.0,5000,4000.0,4500.0,4500,4550.0,4400.0,4400.0,4400.0,33.0,JCT. RTE. 198 EAST,3950.0,3800.0,4600,3750.0,4250.0,4250,4300.0,4150.0,4150.0,4150.0,33.0,JCT. RTE. 198 EAST,230.0,210.0,410,220.0,250.0,230,230.0,240.0,240.0,240.0,33.0,JCT. RTE. 198 EAST,2400.0,2250.0,4350,2250.0,2600.0,2600,2650.0,2500.0,2500.0,2500.0,33.0,JCT. RTE. 198 EAST,2250.0,2150.0,4100,2150.0,2450.0,2450,2450.0,2350.0,2350.0,2350.0
33.0,KINGS/FRESNO COUNTY LINE,,,5600,,,0,,,,,33.0,KINGS/FRESNO COUNTY LINE,,,45500,,,0,,,,,33.0,KINGS/FRESNO COUNTY LINE,,,38000,,,0,,,,,33.0,KINGS/FRESNO COUNTY LINE,250.0,200.0, ,300.0,300.0,290,290.0,280.0,300.0,200.0,33.0,KINGS/FRESNO COUNTY LINE,3050.0,3100.0, ,3100.0,3100.0,3100,3100.0,3050.0,2450.0,2450.0,33.0,KINGS/FRESNO COUNTY LINE,2500.0,2000.0, ,2000.0,2000.0,2000,2000.0,1950.0,1950.0,1950.0
33.0,"MENDOTA, BELMONT AVENUE",400.0,400.0,290,350.0,350.0,340,320.0,,320.0,220.0,33.0,"MENDOTA, BELMONT AVENUE",2500.0,2500.0,2600,3000.0,3000.0,3000,2850.0,,2750.0,2900.0,33.0,"MENDOTA, BELMONT AVENUE",2250.0,2250.0,2000,2000.0,2000.0,2000,1900.0,,1800.0,1950.0,33.0,"MENDOTA, BELMONT AVENUE",400.0,400.0,350,810.0,810.0,790,750.0,,750.0,610.0,33.0,"MENDOTA, BELMONT AVENUE",5800.0,5800.0,3000,6000.0,6000.0,6000,5700.0,,5500.0,6300.0,33.0,"MENDOTA, BELMONT AVENUE",5200.0,5200.0,2000,5000.0,5000.0,5000,4750.0,,4500.0,5400.0
33.0,"MENDOTA, JCT. RTE. 180 EAST",610.0,610.0,350,710.0,710.0,690,530.0,550.0,550.0,550.0,33.0,"MENDOTA, JCT. RTE. 180 EAST",7200.0,7200.0,3000,6700.0,6700.0,6700,6400.0,6200.0,6200.0,6400.0,33.0,"MENDOTA, JCT. RTE. 180 EAST",6100.0,6100.0,2000,5700.0,5700.0,5700,5400.0,5100.0,5100.0,5000.0,33.0,"MENDOTA, JCT. RTE. 180 EAST",1100.0,1100.0,810,1150.0,1150.0,1150,1350.0,1400.0,1400.0,1350.0,33.0,"MENDOTA, JCT. RTE. 180 EAST",11400.0,11400.0,6000,15000.0,15000.0,15000,15100.0,14600.0,14600.0,15800.0,33.0,"MENDOTA, JCT. RTE. 180 EAST",10800.0,10800.0,5000,12600.0,12600.0,12900,13000.0,12400.0,12400.0,13500.0
33.0,MERCED AVENUE,750.0,860.0,300,860.0,860.0,840,840.0,,970.0,970.0,33.0,MERCED AVENUE,8900.0,8800.0,3100,8800.0,8800.0,8800,8800.0,,9200.0,9200.0,33.0,MERCED AVENUE,8000.0,8200.0,2000,8200.0,8300.0,8300,8300.0,,8800.0,8800.0,33.0,MERCED AVENUE,1250.0,1050.0,260,1050.0,1050.0,1000,1000.0,,1100.0,1100.0,33.0,MERCED AVENUE,17300.0,11500.0,2700,11500.0,11600.0,11600,11600.0,,11600.0,11600.0,33.0,MERCED AVENUE,11700.0,10000.0,1750,10000.0,10100.0,10100,10200.0,,10700.0,10700.0
33.0,NORTH JCT. RTE. 5,300.0,300.0,210,220.0,230.0,220,240.0,230.0,230.0,230.0,33.0,NORTH JCT. RTE. 5,2500.0,2500.0,2400,2400.0,2500.0,2500,2750.0,2650.0,2650.0,2650.0,33.0,NORTH JCT. RTE. 5,1850.0,1850.0,2000,2100.0,2200.0,2200,2400.0,2100.0,2100.0,2100.0,33.0,NORTH JCT. RTE. 5,300.0,230.0,210,280.0,280.0,270,250.0,250.0,250.0,260.0,33.0,NORTH JCT. RTE. 5,2500.0,2500.0,2400,2550.0,2550.0,2550,2400.0,2350.0,2350.0,2150.0,33.0,NORTH JCT. RTE. 5,1850.0,1850.0,2000,1950.0,1950.0,1950,1850.0,1750.0,1750.0,1800.0
