Route,Description,Back Peak Hour_2013,Back Peak Hour_2014,Back Peak Hour_2015,Back Peak Hour_2016,Back Peak Hour_2017,Back Peak Hour_2018,Back Peak Hour_2019,Back Peak Hour_2020,Back Peak Hour_2021,Back Peak Hour_2022,Route,Description,Back Peak Month_2013,Back Peak Month_2014,Back Peak Month_2015,Back Peak Month_2016,Back Peak Month_2017,Back Peak Month_2018,Back Peak Month_2019,Back Peak Month_2020,Back Peak Month_2021,Back Peak Month_2022,Route,Description,Back AADT_2013,Back AADT_2014,Back AADT_2015,Back AADT_2016,Back AADT_2017,Back AADT_2018,Back AADT_2019,Back AADT_2020,Back AADT_2021,Back AADT_2022,Route,Description,Ahead Peak Hour_2013,Ahead Peak Hour_2014,Ahead Peak Hour_2015,Ahead Peak Hour_2016,Ahead Peak Hour_2017,Ahead Peak Hour_2018,Ahead Peak Hour_2019,Ahead Peak Hour_2020,Ahead Peak Hour_2021,Ahead Peak Hour_2022,Route,Description,Ahead Peak AADT_2013,Ahead Peak AADT_2014,Ahead Peak AADT_2015,Ahead Peak AADT_2016,Ahead Peak AADT_2017,Ahead Peak AADT_2018,Ahead Peak AADT_2019,Ahead Peak AADT_2020,Ahead Peak AADT_2021,Ahead Peak AADT_2022,Route,Description,Ahead AADT_2013,Ahead AADT_2014,Ahead AADT_2015,Ahead AADT_2016,Ahead AADT_2017,Ahead AADT_2018,Ahead AADT_2019,Ahead AADT_2020,Ahead AADT_2021,Ahead AADT_2022
145.0,AMERICAN AVENUE,310.0,310.0,210,360.0,360.0,360,370.0,,350.0,370.0,145.0,AMERICAN AVENUE,4500.0,4500.0,2500,4600.0,4650.0,4650,4650.0,,4500.0,4500.0,145.0,AMERICAN AVENUE,3700.0,3700.0,1900,4200.0,4250.0,4250,4300.0,,4200.0,4200.0,145.0,AMERICAN AVENUE,420.0,420.0,230,510.0,520.0,520,530.0,,520.0,540.0,145.0,AMERICAN AVENUE,6000.0,6000.0,3500,6300.0,6400.0,6400,6600.0,,6400.0,6400.0,145.0,AMERICAN AVENUE,5000.0,5000.0,2700,6000.0,6100.0,6100,6200.0,,6100.0,6100.0
145.0,BELMONT AVENUE,970.0,970.0,1300,1100.0,1100.0,1100,990.0,,950.0,880.0,145.0,BELMONT AVENUE,9400.0,9400.0,17800,11000.0,11100.0,11100,10500.0,,10100.0,8900.0,145.0,BELMONT AVENUE,9000.0,9000.0,16000,9100.0,9200.0,9200,8900.0,,8600.0,8500.0,145.0,BELMONT AVENUE,1000.0,1000.0,920,1150.0,1150.0,1150,1000.0,,980.0,1050.0,145.0,BELMONT AVENUE,10200.0,10200.0,8800,10200.0,10300.0,10300,9800.0,,9500.0,10200.0,145.0,BELMONT AVENUE,9400.0,9400.0,8500,9600.0,9700.0,9700,9200.0,,8900.0,9800.0
145.0,CERINI ROAD,500.0,500.0,440,530.0,540.0,540,680.0,650.0,640.0,760.0,145.0,CERINI ROAD,4900.0,4900.0,4300,5500.0,5600.0,5600,6700.0,6400.0,6200.0,6200.0,145.0,CERINI ROAD,4050.0,4050.0,3900,4500.0,4550.0,4550,5300.0,5100.0,5000.0,5000.0,145.0,CERINI ROAD,530.0,530.0,500,530.0,540.0,540,680.0,650.0,640.0,760.0,145.0,CERINI ROAD,6400.0,6400.0,5400,5500.0,5600.0,5600,6700.0,6400.0,6200.0,6200.0,145.0,CERINI ROAD,4750.0,4750.0,4400,4500.0,4550.0,4550,5300.0,5100.0,5000.0,5000.0
145.0,COLORADO ROAD,610.0,610.0,540,690.0,700.0,700,740.0,700.0,710.0,730.0,145.0,COLORADO ROAD,7500.0,7500.0,6700,7100.0,7200.0,7200,7200.0,6900.0,7000.0,7000.0,145.0,COLORADO ROAD,5500.0,5500.0,4900,6300.0,6400.0,6400,6700.0,6400.0,6500.0,6100.0,145.0,COLORADO ROAD,530.0,530.0,610,610.0,620.0,620,650.0,630.0,640.0,640.0,145.0,COLORADO ROAD,6400.0,6400.0,7500,6100.0,6200.0,6200,6200.0,6000.0,6100.0,6500.0,145.0,COLORADO ROAD,4700.0,4700.0,5500,5500.0,5600.0,5600,5900.0,5700.0,5800.0,5800.0
145.0,ELKHORN AVENUE,540.0,540.0,500,540.0,540.0,540,570.0,,540.0,740.0,145.0,ELKHORN AVENUE,6700.0,6700.0,4900,5700.0,5800.0,5800,5800.0,,5500.0,5500.0,145.0,ELKHORN AVENUE,4900.0,4900.0,4050,4900.0,4950.0,4950,5200.0,,4900.0,4900.0,145.0,ELKHORN AVENUE,540.0,540.0,530,630.0,640.0,640,670.0,,640.0,870.0,145.0,ELKHORN AVENUE,6700.0,6700.0,6400,6400.0,6500.0,6500,6500.0,,6100.0,6500.0,145.0,ELKHORN AVENUE,4900.0,4900.0,4750,5700.0,5800.0,5800,6100.0,,5800.0,5800.0
145.0,EXCELSIOR AVENUE,310.0,310.0, ,330.0,330.0,330,420.0,,390.0,330.0,145.0,EXCELSIOR AVENUE,3600.0,3600.0, ,3700.0,3750.0,3750,3750.0,,3550.0,4000.0,145.0,EXCELSIOR AVENUE,2800.0,2800.0, ,3300.0,3350.0,3350,3500.0,,3300.0,3300.0,145.0,EXCELSIOR AVENUE,310.0,310.0,260,410.0,410.0,410,440.0,,410.0,530.0,145.0,EXCELSIOR AVENUE,3600.0,3600.0,3450,3700.0,3750.0,3750,3750.0,,3550.0,4000.0,145.0,EXCELSIOR AVENUE,2800.0,2800.0,2500,3300.0,3350.0,3350,3500.0,,3300.0,3300.0
145.0,FRESNO/MADERA COUNTY LINE,570.0,570.0,840,620.0,630.0,630,600.0,570.0,580.0,700.0,145.0,FRESNO/MADERA COUNTY LINE,6800.0,6800.0,8400,7300.0,7400.0,7400,6900.0,6600.0,6800.0,6700.0,145.0,FRESNO/MADERA COUNTY LINE,6300.0,6300.0,7800,6800.0,6900.0,6900,6600.0,6300.0,6400.0,6400.0,145.0,FRESNO/MADERA COUNTY LINE,,,570,,,0,,,,,145.0,FRESNO/MADERA COUNTY LINE,,,6800,,,0,,,,,145.0,FRESNO/MADERA COUNTY LINE,,,6300,,,0,,,,
145.0,JCT. RTE. 269,440.0,440.0,310,520.0,530.0,530,600.0,570.0,560.0,730.0,145.0,JCT. RTE. 269,4300.0,4300.0,3600,4850.0,4900.0,4900,5500.0,5300.0,5200.0,5500.0,145.0,JCT. RTE. 269,3900.0,3900.0,2800,4250.0,4300.0,4300,4800.0,4600.0,4550.0,4550.0,145.0,JCT. RTE. 269,500.0,500.0,310,530.0,540.0,540,680.0,650.0,640.0,790.0,145.0,JCT. RTE. 269,5400.0,5400.0,3600,5500.0,5600.0,5600,6700.0,6400.0,6200.0,6300.0,145.0,JCT. RTE. 269,4400.0,4400.0,2800,4500.0,4550.0,4550,5300.0,5100.0,5000.0,5200.0
145.0,JCT. RTES. 5 AND 33,,,5900,,,0,,,,,145.0,JCT. RTES. 5 AND 33,,,73000,,,0,,,,,145.0,JCT. RTES. 5 AND 33,,,69000,,,0,,,,,145.0,JCT. RTES. 5 AND 33,260.0,260.0, ,230.0,230.0,230,320.0,310.0,300.0,260.0,145.0,JCT. RTES. 5 AND 33,3450.0,3450.0, ,2650.0,2650.0,2650,3050.0,2950.0,2900.0,3350.0,145.0,JCT. RTES. 5 AND 33,2500.0,2500.0, ,2300.0,2300.0,2300,2650.0,2550.0,2500.0,2600.0
145.0,KAMM AVENUE,540.0,540.0,540,630.0,640.0,640,670.0,,660.0,900.0,145.0,KAMM AVENUE,6700.0,6700.0,6700,6400.0,6500.0,6500,6500.0,,6300.0,6800.0,145.0,KAMM AVENUE,4900.0,4900.0,4900,5700.0,5800.0,5800,6100.0,,6000.0,6000.0,145.0,KAMM AVENUE,610.0,610.0,540,690.0,700.0,700,740.0,,710.0,730.0,145.0,KAMM AVENUE,7500.0,7500.0,6700,7100.0,7200.0,7200,7200.0,,7000.0,7000.0,145.0,KAMM AVENUE,5500.0,5500.0,4900,6300.0,6400.0,6400,6700.0,,6500.0,6100.0
